date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2024-12-17,-2.99,-8.05,69.65,253.64,1.50,2.35,2.03,18.41,15.09,0.00,1.08,2.29,29.47,118.25,51.91,112.86,82883.51,227931.61,46.17,2396.97,1168.81,8955.00,9352.18,0.00,657.68,499.48,150.06,119866.03,803628.40,3150261.34,47203262.51,270588.83,667501.89,60172.99,3991864.39,4153838.84,0.00,194188.99,431403.07,5565013.96,9103567.92,6597066.74,8541477.50
2024-12-18,-3.23,-1.60,69.24,234.54,1.47,0.00,1.96,18.59,4.65,0.00,1.01,2.54,26.51,87.10,54.59,97.58,82380.16,210775.96,45.09,0.00,1129.47,8731.97,2759.28,0.00,617.83,515.08,121.15,153392.34,221751.57,3791480.98,35074464.42,238970.23,0.00,33370.54,3488118.41,822658.75,0.00,187670.52,311253.10,2914477.19,6754060.41,5166807.70,4204501.96
2024-12-19,-2.79,-5.86,83.91,208.77,0.90,0.00,1.89,11.45,3.04,0.56,1.09,2.03,28.60,73.56,66.29,117.33,99536.17,187524.88,26.63,0.00,1090.17,5341.74,1790.59,332.73,667.35,501.55,72.64,-36021.88,103694.63,4643902.10,17128435.84,73540.35,0.00,106017.84,1322441.46,352715.25,84609.83,82076.62,271685.37,2826595.71,5540513.93,1512964.09,1181099.34
2024-12-20,-2.82,-8.47,81.09,216.43,0.49,0.00,0.66,13.43,1.76,0.44,1.12,2.37,28.57,75.64,68.82,120.71,96257.64,194548.16,12.34,0.22,382.71,6177.83,1221.71,258.03,683.11,499.04,78.88,20694.79,171403.28,3493545.02,22304929.82,49760.35,25.42,353.39,1839073.33,106653.99,60470.03,103076.18,286592.03,2925907.53,3673859.03,1859316.08,1496419.37
2024-12-21,-3.25,-9.86,73.52,212.28,0.16,0.00,1.80,9.70,1.77,0.00,1.13,2.33,23.38,73.49,62.12,119.66,87286.41,190803.84,7.20,0.00,1035.52,4739.57,1146.07,0.00,689.14,502.82,67.26,-229754.53,90705.78,39225.87,19620665.92,24258.89,0.00,-32765.73,1449817.56,230402.16,0.00,100157.46,268195.35,2137356.49,2928125.21,1568857.04,-1699513.41
2024-12-22,-3.05,-10.60,74.15,210.53,0.36,0.00,1.96,8.46,1.65,0.00,1.26,2.32,25.30,71.20,58.22,116.45,88093.96,188841.75,15.84,7.31,1129.52,4247.68,997.56,0.00,776.06,508.97,56.34,-224284.11,-77751.59,-36829.27,15922913.16,29489.15,658.77,-26926.80,1089236.51,177210.34,-0.17,84788.25,194167.87,2042827.85,2632054.81,399330.91,-5160852.55
2024-12-23,-2.93,-11.61,68.90,205.84,0.40,0.00,1.96,10.35,2.42,0.00,1.19,1.52,17.91,110.01,55.37,120.93,81688.64,184209.50,17.98,2.48,1129.47,5265.65,1492.53,0.00,732.05,471.49,31.82,-115935.42,-320042.13,-1140131.65,11491841.89,25800.10,-220.88,-45094.00,1443859.43,337258.33,0.00,79055.96,176907.84,775916.62,435223.13,-874775.78,-4056058.27
2024-12-24,-2.70,-10.71,73.65,211.51,0.54,0.00,1.66,8.85,1.25,0.25,1.17,2.97,32.11,48.75,66.38,124.04,86712.49,188488.41,21.94,0.00,952.99,4579.66,795.85,149.53,715.17,504.57,42.24,-62631.06,-327882.96,3132675.76,9765466.83,21164.39,0.00,65049.10,607213.42,80494.99,44634.10,40976.98,268552.37,2093011.65,2370728.39,-1018607.66,-2792671.98
2024-12-25,-2.98,-11.86,72.81,197.28,0.41,0.00,0.98,6.22,2.33,0.83,1.26,2.25,31.64,59.00,52.42,126.62,85688.37,175495.18,14.86,2.82,563.80,3256.28,1496.75,492.12,772.48,496.62,46.23,-86319.34,-372722.65,3249446.15,8838678.87,17953.23,343.86,35915.60,348580.81,234679.06,104440.29,37661.40,228190.84,2385374.40,3152803.77,-539679.12,-2843239.46
2024-12-26,-2.86,-12.20,65.10,198.06,0.29,0.01,2.80,5.98,0.83,0.02,1.18,2.02,19.33,133.03,53.85,108.60,76727.38,176069.89,9.74,8.42,1551.29,3079.22,516.20,9.12,728.03,449.10,20.24,-77397.86,-321828.88,-112650.81,7131701.50,8002.24,261.77,40258.17,209825.50,23798.80,751.17,34719.02,96206.01,863669.29,48732.85,-901130.00,-2332590.19
2024-12-27,-3.19,-7.78,61.25,219.83,0.40,0.00,0.99,9.87,2.15,0.00,1.15,2.50,18.56,110.35,53.41,112.18,72039.35,195727.18,14.78,0.00,569.77,4825.68,1326.72,0.00,709.13,473.12,41.03,-108252.67,-166574.62,498214.58,12833768.55,28951.77,0.00,-8186.64,969771.66,223940.56,0.00,59072.68,252096.89,1273696.16,1596571.30,202723.43,-2029446.12
2024-12-28,-3.10,-10.82,70.33,224.55,0.66,0.00,0.99,10.93,2.72,0.00,1.18,2.25,22.98,73.93,59.26,106.84,82843.02,199830.37,25.42,0.00,569.39,5274.78,1666.44,0.00,725.45,517.03,53.01,-89726.37,-233173.96,2160694.44,15336526.51,38083.48,0.00,18037.57,1372801.49,393283.41,0.00,79347.29,265729.82,1856877.82,1843075.15,-670549.44,-2251877.62
2024-12-29,-2.99,-9.45,72.12,229.25,0.64,0.00,0.98,11.06,1.56,0.04,1.06,2.15,25.26,50.50,62.79,116.81,84899.91,203981.51,25.03,0.00,566.49,5483.42,952.20,21.84,647.72,527.93,47.06,-87413.42,-253990.66,2841946.81,12376937.61,30466.19,0.00,31587.18,767448.58,96224.06,2421.50,37863.29,176383.06,1746066.58,2456391.70,-514614.68,-2613597.70
2024-12-30,-2.85,-4.76,76.47,244.28,1.10,0.00,0.99,12.52,1.19,0.00,1.10,2.19,29.20,53.86,62.78,106.19,89939.61,217525.11,34.90,0.00,569.34,6089.58,729.81,0.00,670.11,540.10,76.85,13658.67,175696.14,4556487.66,20568901.00,94028.02,0.00,53011.49,1238272.11,102219.94,0.00,89817.33,229199.45,2937381.76,4111688.77,2263620.90,2673377.36
2024-12-31,-3.00,-2.79,74.54,239.79,1.38,0.01,0.99,8.82,1.22,0.13,1.11,2.18,31.29,48.03,66.12,108.54,87683.79,213922.43,37.62,12.25,569.51,4349.28,742.06,74.35,678.47,532.65,74.84,-45365.44,-6999.07,3945257.67,19988940.60,103837.07,3341.21,54550.77,872034.58,104069.06,11168.16,81495.81,200978.93,3238975.43,3727495.28,1618889.24,143207.68
2025-01-01,-2.84,-7.26,69.70,230.07,1.87,0.00,0.99,6.50,1.04,0.00,1.09,2.27,22.41,64.91,53.56,114.07,82105.56,205185.78,57.18,0.93,568.32,3380.26,629.47,0.00,667.32,524.00,0.00,-257732.64,-127921.59,608038.70,28605559.87,207380.25,132.51,-14883.57,925897.82,72329.16,0.00,152535.19,254498.29,2426415.55,3583400.32,867288.77,-4907320.58
2025-01-02,-2.86,-2.58,71.47,222.85,1.11,0.00,0.99,6.57,1.01,0.00,1.09,1.85,19.67,83.29,56.59,88.99,84172.08,198977.77,41.96,0.00,568.23,3333.37,606.75,0.00,665.09,524.26,90.88,-94760.67,79227.22,688671.67,16764784.65,85885.71,0.00,-3381.97,502820.65,59700.80,0.00,92171.58,122938.47,2056210.43,3961683.33,1827555.72,-2023431.02
2025-01-03,-2.62,-5.79,75.14,221.87,1.14,0.00,3.11,8.96,2.98,1.10,1.02,2.55,32.51,55.35,67.60,108.95,88436.20,198253.11,42.98,0.00,1745.11,4230.85,1907.50,650.25,624.64,515.59,60.35,-38003.29,-79337.12,4736844.33,14961530.90,72533.07,0.00,393045.24,946953.55,422372.16,218989.09,55562.12,390005.57,4056530.04,3765607.63,348483.28,-970082.37
2025-01-04,-3.02,-8.73,79.77,228.85,1.07,0.00,6.91,10.66,3.48,1.73,1.03,2.19,37.85,66.39,60.28,106.32,93953.69,204345.86,40.25,1.16,3862.06,4972.58,2178.28,1022.70,626.66,522.89,68.49,-18958.53,-160367.48,6587576.13,15715038.39,72589.60,132.09,840768.02,1106373.24,399301.91,259786.60,44997.97,286551.01,4267149.25,4582692.39,329426.99,287197.73
2025-01-05,-2.78,-5.69,86.17,236.42,1.12,0.00,6.53,12.26,5.36,2.51,1.01,2.02,36.03,81.11,48.74,93.31,101488.20,211137.76,42.21,0.00,3642.72,5699.19,3384.65,1478.77,613.66,542.09,73.19,28013.57,-138608.70,7072523.17,17009675.71,80948.27,0.00,720144.31,1094766.51,619017.11,259060.55,43262.23,260463.27,4005791.70,6689470.30,1015422.60,1601438.25
2025-01-06,-2.49,-4.15,83.44,250.87,1.33,0.00,1.08,10.75,3.01,0.48,1.02,1.73,26.44,101.68,51.11,89.98,98342.37,224200.06,46.56,0.00,620.66,5132.09,1925.60,283.26,629.73,537.40,79.18,15315.93,-54058.91,4460393.39,19130866.15,107227.03,0.00,51776.17,911297.73,321982.43,42007.50,55086.07,155930.41,2527973.24,5332646.19,1585472.26,2051818.15
2025-01-07,-2.95,-3.76,65.77,231.44,1.52,0.00,0.99,6.70,0.98,0.00,1.15,1.76,20.40,106.57,50.58,97.66,77510.52,206591.51,45.61,0.00,567.64,3399.20,593.01,0.00,704.11,500.01,70.70,-95891.53,-112500.10,-614368.42,13285285.59,93254.29,0.00,-12710.88,351354.35,64704.99,0.00,45760.05,91152.03,2161681.69,2755732.79,893926.98,-2063495.62
2025-01-08,-2.93,-3.61,74.21,228.74,1.41,0.00,1.36,9.23,1.54,0.87,1.13,2.61,25.11,78.66,69.57,96.96,87268.48,204192.69,41.10,0.00,783.80,4496.65,966.78,514.34,697.43,511.15,46.00,-940.95,-44891.34,3803190.27,13499945.08,85153.11,0.00,83453.70,732016.13,115176.16,111836.25,59267.39,238270.30,2765708.36,4917726.96,1287459.68,584226.32
2025-01-09,-3.46,-3.15,75.31,238.00,1.56,0.00,3.59,15.02,4.34,2.02,1.20,2.77,34.46,72.23,61.87,89.88,88737.88,213037.32,43.75,0.00,2008.93,6952.45,2657.45,1190.29,735.19,529.45,58.66,157603.71,87859.79,7646711.06,24190219.07,154433.25,0.00,532641.28,2103192.71,508843.36,284928.13,113982.95,419853.88,4492897.52,7502532.66,3659474.79,5937971.24
2025-01-10,-3.06,-2.44,75.47,245.00,1.62,0.00,2.92,14.41,3.10,2.07,1.17,2.37,37.04,75.67,61.98,93.48,89051.25,219001.08,44.40,0.00,1679.80,6606.34,1916.00,1223.53,723.10,524.31,103.68,119974.39,104400.92,7854828.15,24892739.45,159391.60,0.00,329627.78,1739085.54,367363.25,263664.45,111020.84,321183.14,4758460.38,8361144.23,3887497.34,5580388.50
2025-01-11,-2.91,-5.11,79.64,238.77,1.09,0.00,2.96,14.53,2.93,1.57,1.20,1.99,31.97,70.73,61.57,86.88,94517.92,213455.04,25.82,0.00,1701.19,6772.74,1813.04,927.78,736.79,544.31,102.99,98419.78,270251.17,7795025.70,24145725.58,111539.35,0.00,288171.50,1660397.68,334929.66,204070.81,114334.67,241949.59,3828994.21,7373629.77,3531463.81,5043731.05
2025-01-12,-2.97,-6.11,79.05,230.66,1.01,0.00,3.41,15.83,5.49,2.07,1.21,2.21,33.58,51.17,63.65,89.29,94414.59,206078.27,23.18,0.00,1962.97,7323.55,3288.48,1223.38,741.75,553.18,99.44,75024.93,36955.44,7358818.39,21388562.28,75995.88,0.00,422751.64,1874505.10,730368.45,277532.78,86087.65,291609.83,4329481.53,5394360.01,2031093.67,2614317.04
2025-01-13,-3.29,-4.46,79.21,244.83,0.80,0.03,4.03,18.17,13.37,2.12,1.05,2.56,42.04,48.88,75.02,113.11,94012.89,218816.24,17.67,15.37,2319.36,8534.70,8258.87,1247.66,657.13,523.78,94.19,95272.36,30606.57,8123318.58,30959463.86,94628.86,7480.44,483722.25,2869968.84,2481956.10,282540.72,118448.08,408864.48,6343359.00,5736767.19,3563264.36,3724205.98
2025-01-14,-2.77,-3.94,74.83,263.41,0.75,0.01,5.15,19.58,10.47,3.27,1.06,2.18,37.69,57.86,74.64,110.65,88219.01,235830.97,16.70,6.51,2967.79,9128.04,6529.38,1928.55,663.79,527.30,118.87,128474.95,265268.60,8076334.44,37159444.26,108972.71,3576.46,695139.79,3340197.29,2044322.49,472079.99,147840.60,398376.52,6360916.16,7505815.41,6347766.94,7659460.08
2025-01-15,-3.24,-4.74,71.74,264.44,0.78,0.44,2.12,13.98,11.29,0.74,0.37,1.76,27.00,114.57,54.54,94.80,84939.18,237084.41,17.38,460.85,1218.98,6795.81,7009.16,434.51,210.39,519.78,133.57,50736.80,1368110.53,3092401.89,56052202.03,112365.55,171477.28,52056.40,2351217.52,2094443.34,84146.72,46561.07,359887.34,6722052.84,9902551.18,11819828.44,37826615.85
2025-01-16,-2.99,-3.96,75.81,258.83,0.57,0.77,1.97,12.61,3.80,0.61,0.13,2.94,21.98,79.67,61.29,93.14,90034.18,231669.80,13.17,810.96,1135.18,6094.46,2449.81,361.36,73.69,547.86,174.18,33924.25,217912.98,4872131.55,25007394.55,57180.03,79571.55,110218.80,1559802.52,425269.22,78252.08,15226.15,365276.19,2797720.72,5663865.43,2360159.82,2231903.29
2025-01-17,-2.59,-6.06,74.50,229.13,0.26,0.00,1.96,7.95,1.02,0.00,0.00,1.86,17.56,97.76,62.52,97.93,88449.37,204888.11,7.03,0.00,1130.16,3979.72,616.62,0.00,0.00,512.27,86.71,-76581.76,-81540.88,1185580.56,13849062.56,16140.08,0.00,13272.89,786505.91,42516.48,0.00,0.00,125793.13,1675681.06,3083017.88,-168495.33,-2253640.20
2025-01-18,-2.60,-10.25,69.25,220.42,0.26,0.00,1.74,7.51,1.29,0.52,0.00,2.04,18.94,101.79,57.32,103.88,82046.37,197203.19,9.28,0.00,1002.56,3695.60,820.51,306.84,0.00,498.31,45.81,-49562.12,-296464.45,1035291.21,11248700.67,7183.17,0.00,25099.19,825386.61,52368.29,64287.82,0.00,225294.03,1979409.98,2466353.09,-931402.15,-1221017.70
2025-01-19,-3.28,-9.69,85.35,220.43,0.16,0.07,2.43,11.31,5.90,1.49,0.00,2.13,29.69,68.92,58.95,104.73,101165.42,197591.52,6.77,79.41,1396.46,5231.06,3885.84,880.31,0.00,536.21,42.01,41046.82,-313280.44,6418427.58,10129806.11,4101.28,22479.89,451163.55,1538723.67,876157.49,309438.81,0.00,360477.98,3481899.55,4623250.66,-59331.36,1437875.80
2025-01-20,-2.72,-8.63,98.89,240.40,0.24,0.00,2.50,19.38,6.98,2.86,0.62,2.84,41.64,45.32,64.66,112.46,117294.22,215624.17,10.45,5.89,1440.12,8605.17,4311.10,1688.36,381.64,556.79,63.52,149647.25,-207048.81,13877520.16,22648862.26,32055.40,514.01,394199.79,2860895.97,1174714.18,435595.69,82751.37,590550.38,6829710.09,6426388.60,1465350.29,3432986.04
2025-01-21,-3.02,-5.78,98.37,252.78,0.49,0.00,1.83,18.01,3.90,1.61,1.43,2.01,36.43,59.92,69.07,117.48,116642.22,226365.51,18.71,0.00,1055.25,8134.07,2426.50,948.76,882.44,544.62,112.46,118587.45,135635.79,12321671.62,29669861.68,53125.83,0.00,197937.29,2812442.85,594802.73,235841.67,151806.94,331203.21,5624623.22,6645025.38,3351533.71,5101051.53
2025-01-22,-3.38,-3.24,73.73,256.04,0.57,1.38,0.98,15.06,11.78,0.00,1.36,1.72,24.16,107.61,56.71,107.60,87527.25,229193.25,21.47,1442.74,565.38,7306.86,7193.60,0.00,835.08,512.34,116.25,148834.94,164744.46,-367936.73,208990599.47,167558.73,7148858.44,-6957.61,34304891.04,34346878.02,0.00,1516506.06,6567283.77,18562591.84,8933563.96,18807029.20,8568022.63
2025-01-23,-2.64,-6.67,89.99,246.65,0.46,0.08,0.98,18.84,2.50,0.54,1.34,2.86,24.73,94.22,60.94,83.65,106766.09,220628.17,17.46,82.94,564.57,8381.91,1521.86,317.89,828.54,548.32,646.15,29768.23,-5876.77,5421542.21,20993689.50,32754.05,12120.00,57429.59,1925769.60,286906.26,77407.83,120687.96,327268.72,2929532.83,5772422.61,903463.34,1164507.53
2025-01-24,-3.16,-3.19,80.67,255.27,0.56,1.41,0.98,20.50,5.25,0.49,1.28,2.45,21.66,65.45,67.02,107.88,95803.35,228552.25,21.00,1480.94,563.70,9172.45,3199.54,287.25,793.52,544.21,76.41,-84189.58,102712.24,4327554.83,27941566.56,45511.11,425296.27,8210.30,2804187.59,1273949.43,58320.57,150335.84,352587.28,2430741.51,4474175.74,2923748.07,351404.17
2025-01-25,-2.85,-10.87,83.25,235.13,0.39,0.00,0.98,12.83,1.20,0.19,0.92,2.15,19.19,60.45,64.14,111.91,98795.68,210663.39,13.75,0.00,563.22,5819.55,717.64,113.65,584.10,547.95,92.83,-97919.18,-216434.98,3594842.82,12826004.47,19426.50,0.00,29185.85,735817.78,74658.98,17581.19,38861.87,185621.62,1960707.10,3768017.04,-1082787.23,-2871808.66
2025-01-26,-2.87,-9.52,81.81,233.64,0.30,0.01,2.50,13.24,1.75,0.94,0.88,2.15,20.94,70.57,64.46,101.26,96989.52,209359.82,10.13,10.78,1438.34,6038.95,1110.95,552.41,561.22,543.02,50.57,-61996.40,-12906.18,3737480.04,11506542.95,13446.03,3616.01,356886.18,874114.23,278215.30,192597.38,38329.35,247366.73,2017457.34,3829397.13,104074.77,-559391.30
2025-01-27,-2.93,-5.32,82.48,239.41,0.37,0.00,1.01,12.54,3.60,0.41,0.85,2.29,26.52,127.00,64.39,99.55,97788.61,214393.51,13.06,0.00,583.09,5810.41,2232.54,242.97,540.76,493.13,51.52,-8773.50,68447.72,4349913.19,17555203.34,28798.10,0.00,1886.93,1109706.16,407525.45,34055.07,53834.96,282189.61,2527351.55,4972648.53,2267888.49,2131817.68
2025-01-28,-3.02,-3.25,81.86,262.40,0.56,0.00,0.99,13.35,4.99,0.00,0.84,1.86,19.95,113.73,61.59,112.24,97062.24,235318.97,20.83,0.00,571.43,6354.03,2889.45,1.75,536.78,513.03,62.33,-67188.14,111287.30,1864777.17,20559445.06,42024.52,0.00,-19153.89,1335926.38,463333.28,-434.92,66976.31,194518.66,1665522.95,4388134.99,2717315.34,1415651.26
2025-01-29,-3.34,-3.08,80.34,243.06,0.60,0.00,0.99,10.33,2.79,0.00,0.59,2.73,26.55,85.87,64.70,102.34,95397.98,217947.51,22.39,0.32,572.92,5119.07,1665.62,0.00,367.51,522.56,61.10,-9923.44,157785.73,1596283.26,21715302.82,51309.66,115.32,-13586.77,1126818.65,376089.65,0.00,59068.23,261449.34,3200942.43,4379524.99,3138982.41,784563.79
2025-01-30,-3.65,-2.83,83.73,245.85,0.62,0.12,0.99,12.42,3.49,0.00,1.23,2.94,26.84,82.35,67.35,92.50,99093.34,219777.89,23.06,154.43,571.38,6091.61,2107.90,0.00,752.64,535.17,71.86,46575.97,147767.68,4120508.29,22821211.08,49618.84,-2225.11,19906.88,1695811.73,646169.68,0.00,128231.25,311661.67,3079522.82,5481783.82,2941100.73,1305062.46
2025-01-31,-2.80,-2.82,85.32,239.34,0.58,0.00,1.00,12.80,1.47,0.00,1.38,2.47,25.33,95.79,62.86,96.88,101007.50,213752.65,21.82,0.13,574.02,6421.07,873.46,0.00,850.41,522.11,81.35,73473.16,144852.15,3854211.87,20247148.37,41817.56,1.98,31730.69,1443045.83,150285.72,0.00,127990.03,260605.53,2826966.45,5787696.01,2579552.03,1778794.60
2025-02-01,-3.02,-7.16,86.36,230.94,0.34,0.09,4.02,12.20,4.76,1.09,1.37,2.36,27.26,86.72,62.87,97.26,102267.43,206267.31,13.23,126.09,2238.24,5927.76,2917.37,645.41,839.89,528.84,74.65,44790.65,369212.47,7720784.86,22008925.76,37233.95,382308.05,1892875.55,3759917.16,4540095.56,2306516.00,124608.05,3637582.31,4588044.43,10731449.23,6374184.17,12199834.90
2025-02-02,-3.32,-8.43,90.76,227.80,0.59,0.03,6.42,12.86,7.64,1.43,1.38,2.30,28.69,97.37,64.63,101.37,107716.42,203491.50,23.21,46.28,3592.71,6158.89,4804.96,840.34,846.68,518.62,137.46,85655.03,90871.21,8015573.42,18738245.75,43797.53,9412.24,1155734.76,1660622.67,1473218.39,260966.74,96551.07,500721.28,4675454.43,7532698.58,2256821.39,4679124.58
2025-02-03,-3.59,-2.74,101.76,263.12,0.72,0.12,11.00,18.98,21.90,1.95,1.44,2.67,42.02,87.35,57.66,97.80,120608.71,235021.81,29.34,156.74,6148.61,8553.82,13688.65,1152.36,882.81,550.08,89.65,367948.03,187108.46,28882402.59,33790263.32,88944.40,38225.45,5704155.37,5713253.50,10429219.12,908996.41,178747.06,2540848.17,14147221.15,15867761.32,7092089.64,12973527.71
2025-02-04,-3.74,-2.65,102.12,267.04,0.79,0.00,3.02,26.37,11.41,0.70,1.47,3.10,41.88,99.38,50.80,96.45,121022.98,238471.12,33.60,6.06,1739.15,12028.74,6753.28,414.08,903.10,546.27,215.92,251346.49,215428.86,10558891.13,42174024.41,150817.06,1204.46,293585.23,3910327.72,2510855.94,99374.53,192298.85,614489.73,8774370.19,9841148.99,6288136.15,16855468.01
2025-02-05,-3.46,-2.85,80.40,269.72,1.18,0.02,1.71,25.08,8.70,0.58,1.52,2.05,30.96,85.28,51.02,88.24,95041.15,240618.41,47.62,13.99,985.28,11976.08,5308.83,339.42,936.22,554.98,143.29,180584.57,346605.73,3864452.02,54712393.37,253038.98,18764.65,43769.01,3039409.66,2404338.37,87238.86,180147.29,840064.22,6191634.64,9353756.75,9903244.58,11329526.37
2025-02-06,-3.82,-3.19,91.74,251.48,1.03,1.07,5.45,29.38,19.46,1.24,1.47,3.46,45.09,56.20,64.09,104.30,107715.05,224889.52,42.40,1127.99,3031.27,13403.57,11376.51,733.22,904.52,543.38,173.84,191668.91,185457.42,12612543.84,32529145.32,128700.18,137711.72,1115174.91,3773519.28,3757603.13,260737.01,143138.43,607978.78,9003418.04,7885605.86,6070491.05,8825686.77
2025-02-07,-2.58,-2.57,87.59,252.32,0.54,0.01,1.11,21.27,10.91,0.11,1.47,2.16,33.05,77.69,62.26,96.19,102964.34,225547.52,24.54,8.07,638.89,9940.19,6260.90,64.81,902.32,539.90,140.51,95320.71,116268.47,8461887.97,29820087.12,61099.06,1030.43,98040.10,2545253.22,1835027.97,15212.83,136363.83,257629.70,5160055.34,6445166.65,4611401.23,6335564.59
2025-02-08,-2.54,-6.60,65.57,231.50,0.49,0.00,0.99,14.90,3.42,0.00,1.48,1.50,22.12,97.99,54.89,88.78,77211.25,206436.82,19.47,0.06,568.41,6724.62,2025.30,0.00,908.98,511.58,112.22,5987.21,197994.18,368039.52,22451752.37,61245.97,-1.10,-24930.26,1643519.00,332057.18,0.00,74247.42,78517.50,4861873.09,3171629.14,5088609.49,969149.03
2025-02-09,-2.58,-7.65,47.26,226.84,0.28,0.00,0.99,11.25,2.53,0.00,1.46,1.16,21.55,119.54,53.17,97.47,55840.36,202328.73,10.16,0.09,571.19,5363.66,1494.30,0.00,899.20,464.88,84.31,-70817.53,-181716.95,-1039379.84,12185834.58,15318.04,-1.24,-21693.10,583710.86,187034.77,0.00,65201.20,56852.30,2073845.16,758423.93,-403235.98,-1505220.83
2025-02-10,-2.44,-4.60,58.50,259.22,0.25,0.06,1.29,11.43,5.10,0.56,1.39,2.44,24.10,119.17,54.13,86.10,69016.11,231440.59,10.28,73.23,741.96,5610.94,2997.62,329.33,857.41,504.43,36.36,29404.37,250344.59,1561106.31,23430984.91,30788.78,-759.98,76348.60,1036125.47,487498.39,85796.37,109525.55,264906.39,2680908.32,5544745.82,2968829.61,2547315.39
2025-02-11,-2.90,-6.54,87.17,260.11,0.25,0.02,3.97,15.30,11.41,1.15,1.41,2.26,29.28,80.30,69.43,97.92,103196.85,232462.84,10.71,27.74,2285.37,7435.27,6959.75,678.64,869.21,544.05,75.38,168366.38,421917.46,8712640.27,27070901.22,38459.64,5466.80,1025230.56,2478576.63,2293859.98,306634.62,140295.26,651514.71,4303698.10,9359426.22,5182923.91,7595160.12
2025-02-12,-2.98,-4.18,91.17,257.30,0.59,0.18,9.33,21.66,16.37,1.87,1.49,2.36,39.01,80.90,70.28,105.10,108278.21,230337.79,22.30,200.92,5277.17,10127.45,9940.10,1105.44,919.83,530.38,111.84,311194.50,174940.27,13793617.02,30999005.27,68993.34,876043.89,5767967.35,7523681.56,8394127.96,1506088.71,164952.00,1730227.60,7191098.20,14722788.26,6234219.95,10554119.45
2025-02-13,-4.18,-4.19,83.39,264.46,0.48,0.01,2.17,11.09,8.35,0.14,1.43,3.11,30.79,135.24,54.35,87.68,99030.79,236107.33,18.24,14.87,1217.19,5725.89,4868.96,81.12,880.96,515.99,179.55,58710.32,201764.09,5831546.39,25152717.66,42859.13,2411.41,148896.86,1180839.08,1027986.63,7943.61,133716.41,306214.46,3741022.29,7644400.81,2994628.75,4204087.40
2025-02-14,-3.06,-2.63,76.24,284.31,0.43,0.00,1.01,12.14,2.44,0.44,1.37,2.67,27.49,87.29,51.62,81.11,90421.64,253992.91,16.42,5.34,580.59,6190.07,1456.12,262.04,842.96,567.96,83.56,-3737.56,183635.07,4894779.12,30581852.10,50613.18,409.61,20876.14,1375029.97,340987.02,84708.97,143101.91,184564.79,3340552.98,5696444.30,3623134.32,3359091.03
2025-02-15,-2.93,-7.43,69.78,239.98,0.29,0.00,1.00,8.54,2.06,0.00,1.37,1.93,19.67,99.64,47.60,89.56,82930.43,214506.68,10.27,2.81,574.36,4348.47,1227.97,0.00,843.05,533.09,93.70,-90816.01,-72068.22,-135315.32,19689591.70,20867.37,133.64,-8807.01,910371.37,269889.23,0.00,107807.89,175030.58,2109233.74,2520353.19,350195.67,-1652554.35
2025-02-16,-2.87,-11.68,68.01,224.30,0.29,0.00,0.98,9.55,2.12,0.00,1.24,2.23,24.10,71.36,48.78,109.47,80839.68,200526.84,10.23,0.13,566.82,4780.54,1254.07,0.00,763.23,527.02,58.79,-99629.20,-347596.81,2992529.88,14953349.98,14341.14,-0.94,16810.45,932084.70,251013.05,0.00,67860.15,288104.60,2817470.27,3332160.35,-819373.47,-3543659.43
2025-02-17,-3.33,-9.23,73.52,231.77,0.48,0.04,0.98,11.68,3.76,1.25,1.24,2.52,33.88,45.37,69.99,108.84,87014.15,207130.39,18.06,63.71,566.44,5725.38,2187.55,738.75,761.66,531.11,60.83,16539.19,-173148.50,6036880.03,16433133.04,26751.67,6237.91,64636.14,1058343.74,467816.39,183104.71,73927.49,367291.44,4179130.16,4317549.14,-7228.56,-499407.08
