IASR ID,Power Station,Technology Type,Region,Sub-region,REZ Location,REZ ID,Status,Regional build cost zone,Maximum capacity (MW),Storage capacity (MWh),SP2025-26,ST2032-33,W2033,Minimum Stable Limit,No-Load  Heat Rate,Marginal Heat Rate,Pumping efficiency (%),Charge efficiency (%),Discharge efficiency (%),Allowable max state of charge (%),Allowable min state of charge (%),Round trip efficiency (%),Annual degradation (%),Max Ramp Up (MW/min),Max Ramp Down (MW/min),Maintenance - Proportion of time out (%),Maintenance - Equivalent average days per year on planned outage,Full outage (% of time),Partial outage (% of time),Full outage MTTR (hrs),Partial outage MTTR (hrs),Partial Outage Derating Factor (%),FOM ($/kW/annum),VOM ($/MWh sent-out),Heat rate (GJ/MWh HHV s.o.),Fuel cost ($/GJ),Scope 1 Emissions (kg/MWh),MLF,Auxiliary load (% of nameplate capacity),SRMC ($/MWh),Expected Closure Year (Calendar year),Retirement / Rehabilitation cost ($/MW),Fault Level Replacement Cost ($M)
KIAMSF1,Kiamal Solar Farm stage 1,Large scale Solar PV,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,200,,189,198,200,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.88,0.01,0.00,2049,110000,not found
KSP1,Kidston Solar Farm,Large scale Solar PV,QLD,NQ,North Qld Clean Energy Hub,Q2,Existing,Not Applicable,50,,49,49,49,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.95,0.01,0.00,2037,110000,not found
LILYSF1,Lilyvale Solar Farm,Large scale Solar PV,QLD,CQ,Isaac,Q4,Existing,Not Applicable,118,,98,99,100,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2048,110000,not found
LIMOSF11,Limondale Solar Farm 1,Large scale Solar PV,NSW,SNSW,South West NSW,N5,Existing,Not Applicable,230,,207,220,220,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.85,0.01,0.00,2050,110000,not found
LIMOSF21,Limondale Solar Farm 2,Large scale Solar PV,NSW,SNSW,South West NSW,N5,Existing,Not Applicable,29,,29,29,29,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.85,0.01,0.00,2050,110000,not found
LRSF1,Longreach Solar Farm,Large scale Solar PV,QLD,CQ,Barcaldine,Q9,Existing,Not Applicable,15,,15,15,15,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2043,110000,not found
MANSLR1,Manildra Solar Farm,Large scale Solar PV,NSW,CNSW,Central-West Orana,N3,Existing,Not Applicable,50,,43,45,47,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2048,110000,not found
MAPS2PV1,Mannum Adelaide Pumping Station No 2 - MAPL2 (Palmer),Large scale Solar PV,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,17,,13,13,13,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,1.03,0.01,0.00,2041,110000,not found
MAPS3PV1,Mannum Adelaide Pumping Station No 3 - MAPL3 (Tungkillo),Large scale Solar PV,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,17,,11,12,12,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,1.03,0.01,0.00,2041,110000,not found
MARYRSF1,Maryrorough Solar Farm,Large scale Solar PV,QLD,SQ,Southern Downs,Q8b,Existing,Not Applicable,35,,27,27,27,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.99,0.01,0.00,2048,110000,not found
MIDDLSF1,Middlemount Solar Farm,Large scale Solar PV,QLD,CQ,Isaac,Q4,Existing,Not Applicable,26,,26,26,26,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2050,110000,not found
MOLNGSF1,Molong Solar Farm,Large scale Solar PV,NSW,CNSW,Central-West Orana,N3,Existing,Not Applicable,36,,32,36,36,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.96,0.01,0.00,2045,110000,not found
MOREESF1,Moree Solar Farm,Large scale Solar PV,NSW,NNSW,North West NSW,N1,Existing,Not Applicable,56,,56,56,56,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.84,0.01,0.00,2046,110000,not found
MWPS1PV1,Morgan To Whyalla Pipeline No 1 PS And Water Filtration Plant,Large scale Solar PV,SA,CSA,Riverland,S2,Existing,Not Applicable,6,,4,5,4,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,1.01,0.01,0.00,2031,110000,not found
MWPS2PV1,Morgan To Whyalla Pipeline No 2 PS,Large scale Solar PV,SA,CSA,Riverland,S2,Existing,Not Applicable,6,,4,5,4,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,1.00,0.01,0.00,2041,110000,not found
MWPS3PV1,Morgan To Whyalla Pipeline No 3 PS,Large scale Solar PV,SA,CSA,Riverland,S2,Existing,Not Applicable,8,,6,6,6,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.99,0.01,0.00,2045,110000,not found
MWPS4PV1,Morgan To Whyalla Pipeline No 4 PS,Large scale Solar PV,SA,CSA,Riverland,S2,Existing,Not Applicable,6,,4,5,4,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.98,0.01,0.00,2041,110000,not found
MOUSF1,Moura Solar Farm,Large scale Solar PV,QLD,CQ,Fitzroy,Q6,Existing,Not Applicable,99,,82,82,82,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.93,0.01,0.00,2057,110000,not found
MBPS2PV1,Murray Bridge - Onkaparinga Pipeline Pump 2,Large scale Solar PV,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,14,,10,10,10,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,1.01,0.01,0.00,2041,110000,not found
NEVERSF1,Nevertire Solar Farm,Large scale Solar PV,NSW,CNSW,Central-West Orana,N3,Existing,Not Applicable,105,,105,105,105,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.92,0.01,0.00,2049,110000,not found
NEWENSF1,New England Solar Farm,Large scale Solar PV,NSW,NNSW,New England,N2,Existing,Not Applicable,200,,200,200,200,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.88,0.01,0.00,2073,110000,not found
NEWENSF2,New England Solar Farm,Large scale Solar PV,NSW,NNSW,New England,N2,Existing,Not Applicable,200,,200,200,200,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.88,0.01,0.00,2073,110000,not found
NUMURSF1,Numurkah Solar Farm,Large scale Solar PV,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,101,,100,100,100,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.95,0.01,0.00,2044,110000,not found
NYNGAN1,Nyngan Solar Plant,Large scale Solar PV,NSW,CNSW,Central-West Orana,N3,Existing,Not Applicable,102,,102,102,102,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.98,0.01,0.00,2042,110000,not found
OAKEY1SF,Oakey 1 Solar Farm,Large scale Solar PV,QLD,SQ,Southern Downs,Q8b,Existing,Not Applicable,25,,23,24,25,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.99,0.01,0.00,2043,110000,not found
OAKEY2SF,Oakey 2 Solar Farm,Large scale Solar PV,QLD,SQ,Southern Downs,Q8b,Existing,Not Applicable,56,,52,53,55,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.99,0.01,0.00,2049,110000,not found
PARSF1,Parkes Solar Farm,Large scale Solar PV,NSW,CNSW,Not Applicable,Not Applicable,Existing,Not Applicable,50,,50,50,50,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.89,0.01,0.00,2042,110000,not found
PAREPS1,Port Augusta Renewable Energy Park - Solar,Large scale Solar PV,SA,NSA,Northern SA,S5,Existing,Not Applicable,99,,77,77,77,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.97,0.01,0.00,2047,110000,not found
RRSF1,Ross River Solar Farm,Large scale Solar PV,QLD,NQ,Northern Qld,Q3,Existing,Not Applicable,128,,116,116,116,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.95,0.01,0.00,2043,110000,not found
RUGBYR1,Rugby Run Solar Farm,Large scale Solar PV,QLD,NQ,Collinsville,Q10,Existing,Not Applicable,65,,65,65,65,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.95,0.01,0.00,2049,110000,not found
SMCSF1,Sun Metals Corporation Solar Farm,Large scale Solar PV,QLD,NQ,Northern Qld,Q3,Existing,Not Applicable,143,,120,121,117,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,1.02,0.01,0.00,2042,110000,not found
SUNRSF1,Sunraysia Solar Farm,Large scale Solar PV,NSW,SNSW,South West NSW,N5,Existing,Not Applicable,229,,191,200,200,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.85,0.01,0.00,2049,110000,not found
SUNTPSF1,Suntop Solar Farm,Large scale Solar PV,NSW,CNSW,Central-West Orana,N3,Existing,Not Applicable,150,,150,150,150,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.91,0.01,0.00,2056,110000,not found
SRSF1,Susan River Solar Farm,Large scale Solar PV,QLD,SQ,Wide Bay,Q7,Existing,Not Applicable,85,,75,75,75,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.98,0.01,0.00,2049,110000,not found
TBSF1,Tailem Bend Solar Farm,Large scale Solar PV,SA,SESA,South East SA,S1,Existing,Not Applicable,108,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,1.00,0.01,0.00,2049,110000,not found
WARWSF1,Warwick Solar Farm - stage 1,Large scale Solar PV,QLD,SQ,Southern Downs,Q8b,Existing,Not Applicable,32,,32,32,32,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.99,0.01,0.00,2046,110000,not found
WARWSF2,Warwick Solar Farm - stage 2,Large scale Solar PV,QLD,SQ,Southern Downs,Q8b,Existing,Not Applicable,32,,32,32,32,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.99,0.01,0.00,2045,110000,not found
WELLSF1,Wellington Solar Farm,Large scale Solar PV,NSW,CNSW,Central-West Orana,N3,Existing,Not Applicable,216,,160,168,170,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.92,0.01,0.00,2051,110000,not found
WEMENSF1,Wemen Solar Farm,Large scale Solar PV,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,98,,82,86,88,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.90,0.01,0.00,2049,110000,not found
WSTWYSF1,West Wyalong Solar Farm,Large scale Solar PV,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,105,,90,90,90,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.92,0.01,0.00,2058,110000,not found
WDGPH1,Western Downs Green Power Hub,Large scale Solar PV,QLD,SQ,Darling Downs,Q8a,Existing,Not Applicable,400,,395,400,400,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.98,0.01,0.00,2046,110000,not found
WRSF1,White Rock Solar Farm,Large scale Solar PV,NSW,NNSW,New England,N2,Existing,Not Applicable,20,,20,20,20,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.81,0.01,0.00,2043,110000,not found
WHITSF1,Whitsunday Solar Farm,Large scale Solar PV,QLD,NQ,Collinsville,Q10,Existing,Not Applicable,58,,54,55,56,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2048,110000,not found
WINTSF1,Winton Solar Farm,Large scale Solar PV,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,85,,85,85,85,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.94,0.01,0.00,2051,110000,not found
WOOLGSF1,Woolooga Solar Farm,Large scale Solar PV,QLD,SQ,Wide Bay,Q7,Existing,Not Applicable,223,,175,176,176,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.98,0.01,0.00,2058,110000,not found
YARANSF1,Yarranlea Solar Farm,Large scale Solar PV,QLD,SQ,Southern Downs,Q8b,Existing,Not Applicable,121,,103,103,103,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.99,0.01,0.00,2044,110000,not found
YATSF1,Yatpool Solar Farm,Large scale Solar PV,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,94,,79,81,81,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,12.22,0.00,0.00,0.00,0.00,0.89,0.01,0.00,2050,110000,not found
ARWF1,Ararat Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,240,,150,240,240,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.90,0.07,0.00,2047,152000,not found
BALDHWF1,Bald Hills Wind Farm,Wind,VIC,SEV,Not Applicable,Not Applicable,Existing,Not Applicable,107,,107,107,107,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.99,0.07,0.00,2040,152000,not found
BANGOWF1,Bango 973 Wind Farm,Wind,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,159,,0,155,155,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.92,0.07,0.00,2045,152000,not found
BANGOWF2,Bango 999 Wind Farm,Wind,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,85,,0,82,82,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.94,0.07,0.00,2045,152000,not found
BRYB1WF1,Berrybank Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,181,,176,176,176,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.95,0.07,0.00,2050,152000,not found
BRYB2WF2,Berrybank Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,109,,105,105,105,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.95,0.07,0.00,2052,152000,not found
BOCORWF1,Boco Rock Wind Farm,Wind,NSW,SNSW,Cooma-Monaro,N8,Existing,Not Applicable,113,,104,113,113,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2040,152000,not found
BODWF1,Bodangora Wind Farm,Wind,NSW,CNSW,Central-West Orana,N3,Existing,Not Applicable,113,,113,113,113,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2049,152000,not found
BULGANA1,Bulgana Green Power Hub - Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,204,,204,204,204,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.89,0.07,0.00,2049,152000,not found
CNUNDAWF,Canunda Wind Farm,Wind,SA,SESA,South East SA,S1,Existing,Not Applicable,46,,0,46,46,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.93,0.07,0.00,2035,152000,not found
CAPTL_WF,Capital Wind Farm,Wind,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,141,,141,141,141,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2040,152000,not found
CATHROCK,Cathedral Rocks Wind Farm,Wind,SA,NSA,Eastern Eyre Peninsula,S7,Existing,Not Applicable,62,,0,0,0,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.95,0.07,0.00,2030,152000,not found
CTHLWF1,Cattle Hill Wind Farm,Wind,TAS,TAS,Central Highlands,T3,Existing,Not Applicable,144,,144,144,144,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.99,0.07,0.00,2044,152000,not found
CHALLHWF,Challicum Hills Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,53,,53,53,53,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.98,0.07,0.00,2030,152000,not found
CHYTWF1,Cherry Tree Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,58,,43,54,58,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,1.00,0.07,0.00,2050,152000,not found
CLEMGPWF,Clements Gap Wind Farm,Wind,SA,CSA,Mid-North SA,S3,Existing,Not Applicable,57,,57,57,57,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2039,152000,not found
COLWF01,Collector Wind Farm,Wind,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,227,,124,124,219,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2046,152000,not found
COOPGWF1,Coopers Gap Wind Farm,Wind,QLD,SQ,Western Downs,Q8c,Existing,Not Applicable,453,,440,440,440,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.97,0.07,0.00,2044,152000,not found
CROOKWF2,Crookwell 2 Wind Farm,Wind,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,96,,91,91,91,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2043,152000,not found
CROWLWF1,Crowlands Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,80,,80,80,80,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.90,0.07,0.00,2044,152000,not found
CRURWF1,Crudine Ridge Wind Farm,Wind,NSW,CNSW,Not Applicable,Not Applicable,Existing,Not Applicable,142,,0,138,138,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.94,0.07,0.00,2041,152000,not found
CULLRGWF,Cullerin Range Wind Farm,Wind,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,30,,30,30,30,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.95,0.07,0.00,2038,152000,not found
DULAWF1,Dulacca Wind Farm,Wind,QLD,SQ,Darling Downs,Q8a,Existing,Not Applicable,173,,160,164,173,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.99,0.07,0.00,2053,152000,not found
DUNDWF1,Dundonnell Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,168,,108,152,168,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.98,0.07,0.00,2045,152000,not found
DUNDWF2,Dundonnell Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,46,,30,42,46,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.98,0.07,0.00,2045,152000,not found
DUNDWF3,Dundonnell Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,122,,78,110,122,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.98,0.07,0.00,2045,152000,not found
ELAINWF1,Elaine Wind Farm,Wind,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,84,,59,74,84,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2049,152000,not found
GRANWF1,Granville Harbour Wind Farm,Wind,TAS,TAS,North West Tasmania,T2,Existing,Not Applicable,112,,112,112,112,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2055,152000,not found
GULLRWF1,Gullen Range Wind Farm,Wind,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,166,,166,166,166,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2100,152000,not found
GULLRWF2,Gullen Range Wind Farm 2,Wind,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,111,,105,111,111,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2120,152000,not found
GUNNING1,Gunning Wind Farm,Wind,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,47,,47,47,47,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.95,0.07,0.00,2036,152000,not found
NBHWF1,Hallett 4 North Brown Hill Wind Farm,Wind,SA,CSA,Mid-North SA,S3,Existing,Not Applicable,132,,88,132,132,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.00,0.00,not found,not found,not found,not found,not found,28.51,0.00,0.00,0.00,0.00,0.96,0.07,0.00,2036,152000,not found
