IASR ID,Power Station,Technology Type,Region,Sub-region,REZ Location,REZ ID,Status,Regional build cost zone,Maximum capacity (MW),Storage capacity (MWh),SP2025-26,ST2032-33,W2033,Minimum Stable Limit,No-Load  Heat Rate,Marginal Heat Rate,Pumping efficiency (%),Charge efficiency (%),Discharge efficiency (%),Allowable max state of charge (%),Allowable min state of charge (%),Round trip efficiency (%),Annual degradation (%),Max Ramp Up (MW/min),Max Ramp Down (MW/min),Maintenance - Proportion of time out (%),Maintenance - Equivalent average days per year on planned outage,Full outage (% of time),Partial outage (% of time),Full outage MTTR (hrs),Partial outage MTTR (hrs),Partial Outage Derating Factor (%),FOM ($/kW/annum),VOM ($/MWh sent-out),Heat rate (GJ/MWh HHV s.o.),Fuel cost ($/GJ),Scope 1 Emissions (kg/MWh),MLF,Auxiliary load (% of nameplate capacity),SRMC ($/MWh),Expected Closure Year (Calendar year),Retirement / Rehabilitation cost ($/MW),Fault Level Replacement Cost ($M)
BRAEMAR3,Braemar,OCGT (large GT),QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,188,,167,173,181,110,396.00,9.89,not found,not found,not found,not found,not found,not found,not found,14,14,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,12.00,14.47,384.70,0.97,0.73,185.70,2046,37000,not found
BRAEMAR5,Braemar 2 Power Station,OCGT (large GT),QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,173,,165,165,173,80,288.00,10.34,not found,not found,not found,not found,not found,not found,not found,20,11,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,12.00,14.39,384.70,0.97,0.73,184.75,2049,37000,not found
BRAEMAR6,Braemar 2 Power Station,OCGT (large GT),QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,173,,165,165,173,80,288.00,10.34,not found,not found,not found,not found,not found,not found,not found,16,11,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,12.00,14.39,384.70,0.97,0.73,184.75,2049,37000,not found
BRAEMAR7,Braemar 2 Power Station,OCGT (large GT),QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,173,,165,165,173,80,288.00,10.34,not found,not found,not found,not found,not found,not found,not found,16,11,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,12.00,14.39,384.70,0.97,0.73,184.75,2049,37000,not found
CG1,Colongra,OCGT (small GT),NSW,SNW,Not Applicable,Not Applicable,Existing,Not Applicable,181,,164,167,178,125,450.00,8.77,not found,not found,not found,not found,not found,not found,not found,13,23,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,11.26,19.68,400.73,0.98,0.73,231.56,2070,38000,not found
CG2,Colongra,OCGT (small GT),NSW,SNW,Not Applicable,Not Applicable,Existing,Not Applicable,181,,164,167,178,125,450.00,8.77,not found,not found,not found,not found,not found,not found,not found,13,23,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,11.26,19.68,400.73,0.98,0.73,231.56,2070,38000,not found
CG3,Colongra,OCGT (small GT),NSW,SNW,Not Applicable,Not Applicable,Existing,Not Applicable,181,,164,167,178,125,450.00,8.77,not found,not found,not found,not found,not found,not found,not found,13,23,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,11.26,19.68,400.73,0.98,0.73,231.56,2070,38000,not found
CG4,Colongra,OCGT (small GT),NSW,SNW,Not Applicable,Not Applicable,Existing,Not Applicable,181,,164,167,178,125,450.00,8.77,not found,not found,not found,not found,not found,not found,not found,13,23,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,11.26,19.68,400.73,0.98,0.73,231.56,2070,38000,not found
CPSA_GT1,Condamine A,CCGT - Gas Turbine,QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,44,,42,42,44,20,72.00,11.41,not found,not found,not found,not found,not found,not found,not found,2,2,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,7.51,13.09,361.91,0.97,1.79,109.32,2039,105500,not found
CPSA_GT2,Condamine A,CCGT - Gas Turbine,QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,44,,42,42,44,20,72.00,11.41,not found,not found,not found,not found,not found,not found,not found,2,2,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,7.51,13.09,361.91,0.97,1.79,109.32,2039,105500,not found
CPSA_ST,Condamine A,CCGT - Steam Turbine,QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,57,,55,55,56,13,0.00,11.50,not found,not found,not found,not found,not found,not found,not found,0,5,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,7.51,13.09,361.91,0.97,1.79,109.32,2039,105500,not found
DDPS1_GT1,Darling Downs,CCGT - Gas Turbine,QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,122,,106,109,119,58,209.88,11.26,not found,not found,not found,not found,not found,not found,not found,5,4,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,7.85,13.09,288.71,0.97,1.79,113.70,2045,105500,not found
DDPS1_GT2,Darling Downs,CCGT - Gas Turbine,QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,122,,106,109,119,58,209.88,11.26,not found,not found,not found,not found,not found,not found,not found,5,4,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,7.85,13.09,288.71,0.97,1.79,113.70,2045,105500,not found
DDPS1_GT3,Darling Downs,CCGT - Gas Turbine,QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,122,,106,109,119,58,209.88,11.26,not found,not found,not found,not found,not found,not found,not found,5,4,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,7.85,13.09,288.71,0.97,1.79,113.70,2045,105500,not found
DDPS1_ST,Darling Downs,CCGT - Steam Turbine,QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,280,,245,252,273,39,0.00,12.37,not found,not found,not found,not found,not found,not found,not found,4,25,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,7.85,13.09,288.71,0.97,1.79,113.70,2045,105500,not found
DRYCGT1,Dry Creek GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,52,,37,0,0,20,72.00,12.44,not found,not found,not found,not found,not found,not found,not found,6,5,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,13.83,19.39,585.84,1.00,0.73,278.13,2030,38000,not found
DRYCGT2,Dry Creek GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,52,,38,0,0,20,72.00,12.44,not found,not found,not found,not found,not found,not found,not found,5,5,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,13.83,19.39,585.84,1.00,0.73,278.13,2030,38000,not found
DRYCGT3,Dry Creek GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,52,,42,0,0,20,72.00,12.44,not found,not found,not found,not found,not found,not found,not found,12,5,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,13.83,19.39,585.84,1.00,0.73,278.13,2030,38000,not found
AGLHAL01,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,19,,15,16,17,9,32.40,13.31,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2036,38000,not found
AGLHAL02,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,19,,15,16,17,8,28.80,13.50,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2040,38000,not found
AGLHAL03,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,21,,17,17,17,10,36.00,13.29,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2040,38000,not found
AGLHAL04,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,17,,15,15,16,10,36.00,12.91,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2036,38000,not found
AGLHAL05,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,21,,15,16,16,9,32.40,13.46,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2040,38000,not found
AGLHAL06,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,18,,12,14,15,9,30.60,13.33,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2040,38000,not found
AGLHAL07,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,22,,20,22,23,11,37.80,13.29,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2040,38000,not found
AGLHAL08,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,27,,22,23,25,13,46.80,13.29,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2040,38000,not found
AGLHAL09,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,26,,20,22,23,12,43.20,13.34,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2040,38000,not found
AGLHAL10,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,17,,14,15,16,8,28.80,13.33,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2040,38000,not found
AGLHAL11,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,17,,14,15,16,8,28.80,13.33,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2040,38000,not found
AGLHAL12,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,17,,14,15,16,8,28.80,13.33,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2040,38000,not found
AGLHALRE,Hallett GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,37,,30,31,32,18,64.80,8.91,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.03,18.54,560.05,0.97,0.73,288.52,2050,38000,not found
HEZ1,Hunter Economic Zone,Reciprocating engine,NSW,SNW,Not Applicable,Not Applicable,Existing,Not Applicable,21,,21,21,21,5,0.00,11.20,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.64,6.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,36.00,9.00,8.88,29.43,380.08,0.99,0.76,270.28,2036,58000,not found
JLA01,Jeeralang A,OCGT (small GT),VIC,SEV,Not Applicable,Not Applicable,Existing,Not Applicable,53,,47,50,56,20,72.00,14.37,not found,not found,not found,not found,not found,not found,not found,12,9,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.73,17.42,510.01,0.98,0.73,284.00,2039,38000,not found
JLA02,Jeeralang A,OCGT (small GT),VIC,SEV,Not Applicable,Not Applicable,Existing,Not Applicable,53,,47,50,56,20,72.00,14.37,not found,not found,not found,not found,not found,not found,not found,16,9,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.73,17.42,510.01,0.98,0.73,284.00,2039,38000,not found
JLA03,Jeeralang A,OCGT (small GT),VIC,SEV,Not Applicable,Not Applicable,Existing,Not Applicable,53,,47,50,56,20,72.00,14.37,not found,not found,not found,not found,not found,not found,not found,14,9,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.73,17.42,510.01,0.98,0.73,284.00,2039,38000,not found
JLA04,Jeeralang A,OCGT (small GT),VIC,SEV,Not Applicable,Not Applicable,Existing,Not Applicable,53,,47,50,56,20,72.00,14.37,not found,not found,not found,not found,not found,not found,not found,15,9,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.73,17.42,510.01,0.98,0.73,284.00,2039,38000,not found
JLB01,Jeeralang B,OCGT (small GT),VIC,SEV,Not Applicable,Not Applicable,Existing,Not Applicable,76,,70,76,85,30,108.00,14.30,not found,not found,not found,not found,not found,not found,not found,8,8,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.73,17.42,510.01,0.98,0.73,284.00,2039,38000,not found
JLB02,Jeeralang B,OCGT (small GT),VIC,SEV,Not Applicable,Not Applicable,Existing,Not Applicable,76,,68,74,83,30,108.00,14.30,not found,not found,not found,not found,not found,not found,not found,7,15,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.73,17.42,510.01,0.98,0.73,284.00,2039,38000,not found
JLB03,Jeeralang B,OCGT (small GT),VIC,SEV,Not Applicable,Not Applicable,Existing,Not Applicable,76,,72,78,87,30,108.00,14.30,not found,not found,not found,not found,not found,not found,not found,7,8,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,15.73,17.42,510.01,0.98,0.73,284.00,2039,38000,not found
LADBROK1,Ladbroke Grove,OCGT (small GT),SA,SESA,Not Applicable,Not Applicable,Existing,Not Applicable,40,,35,37,42,20,72.00,10.20,not found,not found,not found,not found,not found,not found,not found,8,11,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,12.00,19.96,336.41,0.95,0.73,249.53,2035,38000,not found
LADBROK2,Ladbroke Grove,OCGT (small GT),SA,SESA,Not Applicable,Not Applicable,Existing,Not Applicable,40,,35,37,42,20,72.00,10.20,not found,not found,not found,not found,not found,not found,not found,8,11,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,12.00,19.96,336.41,0.95,0.73,249.53,2035,38000,not found
LNGS1,Laverton North,OCGT (large GT),VIC,MEL,Not Applicable,Not Applicable,Existing,Not Applicable,156,,172,172,172,65,234.00,10.36,not found,not found,not found,not found,not found,not found,not found,26,26,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,11.86,18.66,409.37,1.00,0.73,233.31,2070,37000,not found
LNGS2,Laverton North,OCGT (large GT),VIC,MEL,Not Applicable,Not Applicable,Existing,Not Applicable,156,,172,172,172,65,234.00,10.36,not found,not found,not found,not found,not found,not found,not found,25,26,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,11.86,18.66,409.37,1.00,0.73,233.31,2070,37000,not found
LONSDALE,Lonsdale,Reciprocating engine,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,20,,20,20,20,1,0.00,8.10,not found,not found,not found,not found,not found,not found,not found,Assumed sufficiently high,Assumed sufficiently high,1.64,6.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,36.00,9.00,8.10,29.53,444.31,1.00,0.76,248.14,2070,58000,not found
MINTARO,Mintaro GT,OCGT (small GT),SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,90,,68,0,0,30,108.00,11.65,not found,not found,not found,not found,not found,not found,not found,7,7,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,12.85,19.39,657.36,0.97,0.73,259.18,2030,38000,not found
MORTLK11,Mortlake,OCGT (large GT),VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,292,,257,266,292,125,450.00,9.72,not found,not found,not found,not found,not found,not found,not found,26,34,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,11.26,16.95,369.53,1.00,0.73,202.80,2047,37000,not found
MORTLK12,Mortlake,OCGT (large GT),VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,292,,257,266,292,125,450.00,9.72,not found,not found,not found,not found,not found,not found,not found,13,13,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,11.26,16.95,369.53,1.00,0.73,202.80,2047,37000,not found
MSTUART1,Mt Stuart,OCGT (small GT),QLD,NQ,Not Applicable,Not Applicable,Existing,Not Applicable,146,,135,139,0,30,108.00,11.26,not found,not found,not found,not found,not found,not found,not found,11,15,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,12.00,30.67,647.72,0.91,0.76,378.03,2033,38000,not found
MSTUART2,Mt Stuart,OCGT (small GT),QLD,NQ,Not Applicable,Not Applicable,Existing,Not Applicable,146,,135,139,0,30,108.00,11.26,not found,not found,not found,not found,not found,not found,not found,10,15,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,12.00,30.67,647.72,0.91,0.76,378.03,2033,38000,not found
MSTUART3,Mt Stuart,OCGT (small GT),QLD,NQ,Not Applicable,Not Applicable,Existing,Not Applicable,132,,117,118,120,30,108.00,11.18,not found,not found,not found,not found,not found,not found,not found,14,15,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,12.00,30.67,647.72,0.91,0.76,378.03,2044,38000,not found
NPS,Newport,OCGT (large GT),VIC,MEL,Not Applicable,Not Applicable,Existing,Not Applicable,500,,475,510,510,100,360.00,10.11,not found,not found,not found,not found,not found,not found,not found,12,12,0.68,2.50,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,10.83,18.66,357.21,0.99,5.00,214.08,2039,37000,not found
OAKEY1,Oakey Power Station,OCGT (large GT),QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,173,,144,150,173,45,162.00,10.12,not found,not found,not found,not found,not found,not found,not found,12,11,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,11.05,14.47,449.94,0.97,0.73,171.97,2050,37000,not found
OAKEY2,Oakey Power Station,OCGT (large GT),QLD,SQ,Not Applicable,Not Applicable,Existing,Not Applicable,173,,144,150,173,45,162.00,10.12,not found,not found,not found,not found,not found,not found,not found,11,11,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,27.00,12.00,11.05,14.47,449.94,0.97,0.73,171.97,2050,37000,not found
OsborneGT,Osborne,CCGT - Gas Turbine,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,118,,112,0,0,90,324.00,9.91,not found,not found,not found,not found,not found,not found,not found,4,0,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,8.59,16.86,275.62,1.00,1.79,155.91,2027,105500,not found
OsborneST,Osborne,CCGT - Steam Turbine,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,62,,63,0,0,20,0.00,16.67,not found,not found,not found,not found,not found,not found,not found,5,18,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,8.59,16.86,275.62,1.00,1.79,155.91,2027,105500,not found
PPCCGTGT1,Pelican Point,CCGT - Gas Turbine,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,179,,138,156,167,60,216.00,9.86,not found,not found,not found,not found,not found,not found,not found,5,4,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,7.50,16.85,264.96,1.00,1.79,137.33,2037,105500,not found
PPCCGTGT2,Pelican Point,CCGT - Gas Turbine,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,179,,143,163,174,60,216.00,9.86,not found,not found,not found,not found,not found,not found,not found,5,4,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,7.50,16.85,264.96,1.00,1.79,137.33,2037,105500,not found
PPCCGTST,Pelican Point,CCGT - Steam Turbine,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,171,,135,149,157,42,0.00,14.56,not found,not found,not found,not found,not found,not found,not found,3,33,5.48,20.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,73.00,11.00,7.50,16.85,264.96,1.00,1.79,137.33,2037,105500,not found
POR01-1,Port Lincoln GT,OCGT (small GT),SA,NSA,Not Applicable,Not Applicable,Existing,Not Applicable,25,,0,0,0,7,25.20,12.92,not found,not found,not found,not found,not found,not found,not found,3,7,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,13.93,29.42,857.36,0.99,0.76,419.63,2028,38000,not found
POR01-2,Port Lincoln GT,OCGT (small GT),SA,NSA,Not Applicable,Not Applicable,Existing,Not Applicable,25,,0,0,0,7,25.20,12.92,not found,not found,not found,not found,not found,not found,not found,3,7,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,13.93,29.42,857.36,0.99,0.76,419.63,2028,38000,not found
POR01-3,Port Lincoln GT,OCGT (small GT),SA,NSA,Not Applicable,Not Applicable,Existing,Not Applicable,24,,0,0,0,7,25.20,12.85,not found,not found,not found,not found,not found,not found,not found,3,7,1.57,5.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,30.00,10.00,13.93,29.42,857.36,0.99,0.76,419.63,2028,38000,not found
PTSTAN1_1,Port Stanvac 1,Reciprocating engine,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,28,,28,28,28,1,0.00,8.10,not found,not found,not found,not found,not found,not found,not found,6,6,1.64,6.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,36.00,9.00,8.10,29.53,444.31,1.00,0.76,248.11,2070,58000,not found
PTSTAN1_2,Port Stanvac 1,Reciprocating engine,SA,CSA,Not Applicable,Not Applicable,Existing,Not Applicable,28,,28,28,28,1,0.00,8.10,not found,not found,not found,not found,not found,not found,not found,6,6,1.64,6.00,8.45%,2.92%,78.56825335,117.6745166,18.52%,36.00,9.00,8.10,29.53,444.31,1.00,0.76,248.11,2070,58000,not found
